No Cotizacion;Cod;Producto;concepto;medida;cantidad;Iva;vr/unitario;vr total;;;
GC-01-2022-142;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. Entrega de informe final.";Unidad;40;19%; $ 30.000 ; $ 1.200.000 ;;;
GC-01-2022-143;01;Aplicación encuesta / batería de riesgo Psicosocial:;"COSTO POR HORA PARA ACTIVIDADES DE RIESGO PSICOSOCIAL:

Disponibilidad de Psicólogo, con especialización en seguridad y salud en el trabajo con mínimo 05 años de experiencia.

ASESORÍAS INDIVIDUALES PSICOSOCIALES.

INTERVENCIÓN CASOS BLANCO- SVE RIESGO PSICOSOCIAL.

MODULO DE PREVENCION DE CONSUMO DE SUSTANCIAS PSICOACTIVAS.

CAPACITACIONES COMITÉ DE CONVIVENCIA Y COMITÉ PARITARIO DE SEGURIDAD Y SALUD EN EL TRABAJO.

MODULO SALUD MENTAL.

SESIONES SOBRE TÉCNICAS DE RELAJACIÓN, RESPIRACIÓN Y AUTOCONTROL EMOCIONAL.

ACTIVIDADES DE FORMACIÓN A DIRECTIVOS, COORDINADORES, JEFES DE OFICINA, GESTORES
";Hora;1;19%; $ 150.000 ; $ 150.000 ;;;
GC-01-2022-144;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. Entrega de informe final.";Unidad;28;19%; $ 25.000 ; $ 700.000 ;;;
GC-01-2022-145;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:


Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional en ciudades principales, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final.

";Unidad;210;19%; $ 23.000 ; $ 4.830.000 ;;;
GC-01-2022-146;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. Entrega de informe final.";Unidad;57;19%; $ 26.000 ; $ 1.482.000 ;;;
GC-01-2022-147;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. Entrega de informe final.";Unidad;16;19%; $ 28.000 ; $ 448.000 ;;;
GC-01-2022-148;10;Medición de ruido ambiental por sonometría:;"Es un estudio a nivel ocupacional de fuentes de ruido puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 550.000 ; $ 550.000 ;;;
GC-01-2022-148;10;Medición de material particulado (gases y vapores):;"Evaluación de Riesgo Higiénico, que se basa en la comparación de las concentraciones ambientales resultanates de las mediciones en el puesto de trabajo, en relación con los valores de referencia prestablecidos.

Material particulado (Normas NIOSH 500 y 600) evaluación de ambientes de trabajo con material particulado, humo, gases y vapores.

Evaluación de la exposición a contaminantes: Estimacion inicial, estudio básico y detallado basado en la medición in situ de los agentes quimicos.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 1.250.000 ; $ 1.250.000 ;;;
GC-01-2022-148;10;Medición de iluminación por luxómetria:;"Es un estudio a nivel ocupacional de fuentes de iluminación puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 450.000 ; $ 450.000 ;;;
GC-01-2022-078 v1 A;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

UNIDAD DE NEGOCIO: BRINKS DE COLOMBIA

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional en ciudades principales, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final.

";Unidad;1800;19%; $ 21.000 ; $ 37.800.000 ;;;
GC-01-2022-078 v2 A;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

UNIDAD DE NEGOCIO: DOMESA

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional en ciudades principales, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final.

";Unidad;794;19%; $ 21.000 ; $ 16.674.000 ;;;
GC-01-2022-078 v3 A;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

UNIDAD DE NEGOCIO: E-PAGO

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional en ciudades principales, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final.

";Unidad;942;19%; $ 21.000 ; $ 19.782.000 ;;;
GC-01-2022-078 v4 A;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

UNIDAD DE NEGOCIO: PyC

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional en ciudades principales, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final.";Unidad;119;19%; $ 21.000 ; $ 2.499.000 ;;;
GC-01-2022-149;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. Entrega de informe final.";Unidad;20;19%; $ 35.000 ; $ 700.000 ;;;
GC-01-2022-150;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. Entrega de informe final.";Unidad;25;19%; $ 40.000 ; $ 1.000.000 ;;;
GC-01-2022-150;09;Análisis de Puesto de Trabajo;"Estudio realizado con enfáis BIOMECÁNICO por Fisioterapeuta especialista en SST. 

Busca realizar acompañamiento, revisión y análisis del puesto de trabajo con énfasis ergonómico y ángulos de movimientos por patologías existentes.

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. Entrega de informe final.";Unidad;25;19%; $ 50.000 ; $ 1.250.000 ;;;
GC-01-2022-151;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. Entrega de informe final.";Unidad;70;19%; $ 24.000 ; $ 1.680.000 ;;;
GC-01-2022-152;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. Entrega de informe final.";Unidad;110;19%; $ 26.000 ; $ 2.860.000 ;;;
GC-01-2022-145 v1;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:


Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional en ciudades principales, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final.

";Unidad;210;19%; $ 22.000 ; $ 4.620.000 ;;;
GC-01-2022-153;04;Profesiograma por cargos:;"Método de estudio para determinar las exigencias del trabajo y las aptitudes mínimas para su desempeño. Su objetivo es seleccionar al personal más adecuado, analizando tanto los requisitos del puesto de trabajo como la carcaterización psicofísica y biológica del aspirante o trabajador. 

Incluye: Asignación de profesional especialista SST.  Firma y aprobación de documentación relacionada. Entrega del profesiograma aprobado para presentar a las autoridades.";Global;1;19%; $ 500.000 ; $ 500.000 ;;;
GC-01-2022-153;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:


Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional en ciudades principales, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. 

Entrega de informe final.";Unidad;6;19%; $ 50.000 ; $ 300.000 ;;;
GC-01-2022-154;01;Aplicación encuesta / batería de riesgo Psicosocial:;"Aplicación de Encuesta / batería de riesgo Psicosocial:

Disponibilidad de profesional especialista para la aplicación, medición e interpretación de resultados de cuestionarios en ciudades principales. 

Incluye: Asignación de profesional, Papeleria y documentación necesaria. Formas A y B de acuerdo con la normatividad y perfil del colaborador. Entrega de informe final.";Unidad;20;19%; $ 35.000 ; $ 700.000 ;;;
GC-01-2022-155;10;Medición de ruido ambiental por sonometría:;"Es un estudio a nivel ocupacional de fuentes de ruido puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 1.600.000 ; $ 1.600.000 ;;;
GC-01-2022-155;10;Medición de iluminación por luxómetria:;"Es un estudio a nivel ocupacional de fuentes de iluminación puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;1;19%; $ 1.280.000 ; $ 1.280.000 ;;;
GC-01-2022-156;10;Medición de ruido ambiental por sonometría:;"Es un estudio a nivel ocupacional de fuentes de ruido puntuales que se realiza por intervalos cortos de tiempo, con el fin de conocer exposición a niveles de iluminación generados durante una actividad especifica.

Incluye: Asignación de profesional, Papelería y documentación necesaria. equipos de medición, trabajo en campo, entrega de informe final.";Global;2;19%; $ 600.000 ; $ 1.200.000 ;;;
