cod_municipio;Municipio;Tipo_municipio;Cod_departamento;Departamento;Longitud;Latitud;created_at;updated_at
25580;PULÍ;Municipio;25;CUNDINAMARCA;-747.143.800;46.820.220;24/09/2025 23:06:11;24/09/2025 23:06:11
25592;QUEBRADANEGRA;Municipio;25;CUNDINAMARCA;-744.801.400;51.180.760;24/09/2025 23:06:11;24/09/2025 23:06:11
25594;QUETAME;Municipio;25;CUNDINAMARCA;-738.632.140;43.298.840;24/09/2025 23:06:11;24/09/2025 23:06:11
25596;QUIPILE;Municipio;25;CUNDINAMARCA;-745.337.050;47.448.100;24/09/2025 23:06:11;24/09/2025 23:06:11
25599;APULO;Municipio;25;CUNDINAMARCA;-745.939.260;45.203.040;24/09/2025 23:06:11;24/09/2025 23:06:11
25612;RICAURTE;Municipio;25;CUNDINAMARCA;-747.728.610;42.821.130;24/09/2025 23:06:11;24/09/2025 23:06:11
25645;SAN ANTONIO DEL TEQUENDAMA;Municipio;25;CUNDINAMARCA;-743.514.430;46.161.380;24/09/2025 23:06:11;24/09/2025 23:06:11
25649;SAN BERNARDO;Municipio;25;CUNDINAMARCA;-744.229.600;41.794.330;24/09/2025 23:06:11;24/09/2025 23:06:11
25653;SAN CAYETANO;Municipio;25;CUNDINAMARCA;-740.247.540;53.329.380;24/09/2025 23:06:11;24/09/2025 23:06:11
25658;SAN FRANCISCO;Municipio;25;CUNDINAMARCA;-742.896.720;49.729.170;24/09/2025 23:06:11;24/09/2025 23:06:11
25662;SAN JUAN DE RIOSECO;Municipio;25;CUNDINAMARCA;-746.219.190;48.475.750;24/09/2025 23:06:11;24/09/2025 23:06:11
25718;SASAIMA;Municipio;25;CUNDINAMARCA;-744.326.280;49.621.670;24/09/2025 23:06:11;24/09/2025 23:06:11
25736;SESQUILÉ;Municipio;25;CUNDINAMARCA;-737.960.990;50.447.600;24/09/2025 23:06:11;24/09/2025 23:06:11
25740;SIBATÉ;Municipio;25;CUNDINAMARCA;-742.578.740;44.926.250;24/09/2025 23:06:11;24/09/2025 23:06:11
25743;SILVANIA;Municipio;25;CUNDINAMARCA;-744.055.340;43.819.810;24/09/2025 23:06:11;24/09/2025 23:06:11
25745;SIMIJACA;Municipio;25;CUNDINAMARCA;-738.507.030;55.052.310;24/09/2025 23:06:11;24/09/2025 23:06:11
25754;SOACHA;Municipio;25;CUNDINAMARCA;-742.154.630;45.792.680;24/09/2025 23:06:11;24/09/2025 23:06:11
25758;SOPÓ;Municipio;25;CUNDINAMARCA;-739.433.280;49.153.950;24/09/2025 23:06:11;24/09/2025 23:06:11
25769;SUBACHOQUE;Municipio;25;CUNDINAMARCA;-741.727.730;49.291.180;24/09/2025 23:06:11;24/09/2025 23:06:11
25772;SUESCA;Municipio;25;CUNDINAMARCA;-737.982.270;51.034.950;24/09/2025 23:06:11;24/09/2025 23:06:11
25777;SUPATÁ;Municipio;25;CUNDINAMARCA;-742.354.030;50.616.200;24/09/2025 23:06:11;24/09/2025 23:06:11
25779;SUSA;Municipio;25;CUNDINAMARCA;-738.139.380;54.552.910;24/09/2025 23:06:11;24/09/2025 23:06:11
25781;SUTATAUSA;Municipio;25;CUNDINAMARCA;-738.531.590;52.474.820;24/09/2025 23:06:11;24/09/2025 23:06:11
25785;TABIO;Municipio;25;CUNDINAMARCA;-740.964.610;49.168.320;24/09/2025 23:06:11;24/09/2025 23:06:11
25793;TAUSA;Municipio;25;CUNDINAMARCA;-738.878.130;51.963.330;24/09/2025 23:06:11;24/09/2025 23:06:11
25797;TENA;Municipio;25;CUNDINAMARCA;-743.891.930;46.552.860;24/09/2025 23:06:11;24/09/2025 23:06:11
25799;TENJO;Municipio;25;CUNDINAMARCA;-741.437.240;48.720.140;24/09/2025 23:06:11;24/09/2025 23:06:11
25805;TIBACUY;Municipio;25;CUNDINAMARCA;-744.526.620;43.486.050;24/09/2025 23:06:11;24/09/2025 23:06:11
25807;TIBIRITA;Municipio;25;CUNDINAMARCA;-735.045.140;50.522.780;24/09/2025 23:06:11;24/09/2025 23:06:11
25815;TOCAIMA;Municipio;25;CUNDINAMARCA;-746.362.960;44.592.790;24/09/2025 23:06:11;24/09/2025 23:06:11
25817;TOCANCIPÁ;Municipio;25;CUNDINAMARCA;-739.120.700;49.646.410;24/09/2025 23:06:11;24/09/2025 23:06:11
25823;TOPAIPÍ;Municipio;25;CUNDINAMARCA;-743.006.260;53.362.240;24/09/2025 23:06:11;24/09/2025 23:06:11
25839;UBALÁ;Municipio;25;CUNDINAMARCA;-735.314.890;47.476.200;24/09/2025 23:06:11;24/09/2025 23:06:11
25841;UBAQUE;Municipio;25;CUNDINAMARCA;-739.334.770;44.837.880;24/09/2025 23:06:11;24/09/2025 23:06:11
25843;VILLA DE SAN DIEGO DE UBATÉ;Municipio;25;CUNDINAMARCA;-738.143.670;53.074.630;24/09/2025 23:06:11;24/09/2025 23:06:11
25845;UNE;Municipio;25;CUNDINAMARCA;-740.251.830;44.024.500;24/09/2025 23:06:11;24/09/2025 23:06:11
25851;ÚTICA;Municipio;25;CUNDINAMARCA;-744.831.540;51.905.500;24/09/2025 23:06:11;24/09/2025 23:06:11
25862;VERGARA;Municipio;25;CUNDINAMARCA;-743.461.630;51.172.580;24/09/2025 23:06:11;24/09/2025 23:06:11
25867;VIANÍ;Municipio;25;CUNDINAMARCA;-745.613.200;48.752.080;24/09/2025 23:06:11;24/09/2025 23:06:11
25871;VILLAGÓMEZ;Municipio;25;CUNDINAMARCA;-741.951.450;52.730.240;24/09/2025 23:06:11;24/09/2025 23:06:11
25873;VILLAPINZÓN;Municipio;25;CUNDINAMARCA;-735.957.040;52.163.930;24/09/2025 23:06:11;24/09/2025 23:06:11
25875;VILLETA;Municipio;25;CUNDINAMARCA;-744.696.860;50.127.540;24/09/2025 23:06:11;24/09/2025 23:06:11
25878;VIOTÁ;Municipio;25;CUNDINAMARCA;-745.231.310;44.393.500;24/09/2025 23:06:11;24/09/2025 23:06:11
25885;YACOPÍ;Municipio;25;CUNDINAMARCA;-743.380.600;54.592.720;24/09/2025 23:06:11;24/09/2025 23:06:11
25898;ZIPACÓN;Municipio;25;CUNDINAMARCA;-743.795.660;47.599.320;24/09/2025 23:06:11;24/09/2025 23:06:11
25899;ZIPAQUIRÁ;Municipio;25;CUNDINAMARCA;-739.944.440;50.254.770;24/09/2025 23:06:11;24/09/2025 23:06:11
27001;QUIBDÓ;Municipio;27;CHOCÓ;-766.381.440;56.821.660;24/09/2025 23:06:11;24/09/2025 23:06:11
27006;ACANDÍ;Municipio;27;CHOCÓ;-772.799.510;85.121.780;24/09/2025 23:06:11;24/09/2025 23:06:11
27025;ALTO BAUDÓ;Municipio;27;CHOCÓ;-769.743.730;55.162.210;24/09/2025 23:06:11;24/09/2025 23:06:11
27050;ATRATO;Municipio;27;CHOCÓ;-766.356.740;55.314.190;24/09/2025 23:06:11;24/09/2025 23:06:11
27073;BAGADÓ;Municipio;27;CHOCÓ;-764.160.630;54.096.810;24/09/2025 23:06:11;24/09/2025 23:06:11
27075;BAHÍA SOLANO;Municipio;27;CHOCÓ;-774.013.590;62.228.070;24/09/2025 23:06:11;24/09/2025 23:06:11
27077;BAJO BAUDÓ;Municipio;27;CHOCÓ;-773.657.170;49.545.760;24/09/2025 23:06:11;24/09/2025 23:06:11
27099;BOJAYÁ;Municipio;27;CHOCÓ;-768.867.730;65.597.080;24/09/2025 23:06:11;24/09/2025 23:06:11
27135;EL CANTÓN DEL SAN PABLO;Municipio;27;CHOCÓ;-767.268.440;53.353.210;24/09/2025 23:06:11;24/09/2025 23:06:11
27150;CARMEN DEL DARIÉN;Municipio;27;CHOCÓ;-769.707.980;71.582.940;24/09/2025 23:06:11;24/09/2025 23:06:11
27160;CÉRTEGUI;Municipio;27;CHOCÓ;-766.076.190;53.713.730;24/09/2025 23:06:11;24/09/2025 23:06:11
27205;CONDOTO;Municipio;27;CHOCÓ;-766.506.830;50.910.030;24/09/2025 23:06:11;24/09/2025 23:06:11
27245;EL CARMEN DE ATRATO;Municipio;27;CHOCÓ;-761.421.120;58.997.890;24/09/2025 23:06:11;24/09/2025 23:06:11
27250;EL LITORAL DEL SAN JUAN;Municipio;27;CHOCÓ;-773.637.020;42.595.640;24/09/2025 23:06:11;24/09/2025 23:06:11
27361;ISTMINA;Municipio;27;CHOCÓ;-766.851.800;51.539.460;24/09/2025 23:06:11;24/09/2025 23:06:11
27372;JURADÓ;Municipio;27;CHOCÓ;-777.627.510;71.036.190;24/09/2025 23:06:11;24/09/2025 23:06:11
27413;LLORÓ;Municipio;27;CHOCÓ;-765.451.470;54.978.900;24/09/2025 23:06:11;24/09/2025 23:06:11
27425;MEDIO ATRATO;Municipio;27;CHOCÓ;-767.830.420;59.949.350;24/09/2025 23:06:11;24/09/2025 23:06:11
27430;MEDIO BAUDÓ;Municipio;27;CHOCÓ;-769.508.910;51.924.710;24/09/2025 23:06:11;24/09/2025 23:06:11
27450;MEDIO SAN JUAN;Municipio;27;CHOCÓ;-766.944.090;50.982.910;24/09/2025 23:06:11;24/09/2025 23:06:11
27491;NÓVITA;Municipio;27;CHOCÓ;-766.094.670;49.560.630;24/09/2025 23:06:11;24/09/2025 23:06:11
27493;NUEVO BELÉN DE BAJIRÁ;Municipio;27;CHOCÓ;-767.172.700;73.719.000;24/09/2025 23:06:11;24/09/2025 23:06:11
27495;NUQUÍ;Municipio;27;CHOCÓ;-772.655.070;57.098.120;24/09/2025 23:06:11;24/09/2025 23:06:11
27580;RÍO IRÓ;Municipio;27;CHOCÓ;-764.729.250;51.863.000;24/09/2025 23:06:11;24/09/2025 23:06:11
27600;RÍO QUITO;Municipio;27;CHOCÓ;-767.406.840;54.836.670;24/09/2025 23:06:11;24/09/2025 23:06:11
27615;RIOSUCIO;Municipio;27;CHOCÓ;-771.131.560;74.367.040;24/09/2025 23:06:11;24/09/2025 23:06:11
27660;SAN JOSÉ DEL PALMAR;Municipio;27;CHOCÓ;-762.342.270;48.969.540;24/09/2025 23:06:11;24/09/2025 23:06:11
27745;SIPÍ;Municipio;27;CHOCÓ;-766.434.530;46.526.200;24/09/2025 23:06:11;24/09/2025 23:06:11
27787;TADÓ;Municipio;27;CHOCÓ;-765.585.710;52.648.730;24/09/2025 23:06:11;24/09/2025 23:06:11
27800;UNGUÍA;Municipio;27;CHOCÓ;-770.925.380;80.440.600;24/09/2025 23:06:11;24/09/2025 23:06:11
27810;UNIÓN PANAMERICANA;Municipio;27;CHOCÓ;-766.301.430;52.811.080;24/09/2025 23:06:11;24/09/2025 23:06:11
41001;NEIVA;Municipio;41;HUILA;-752.773.270;29.354.320;24/09/2025 23:06:11;24/09/2025 23:06:11
41006;ACEVEDO;Municipio;41;HUILA;-758.887.060;18.051.730;24/09/2025 23:06:11;24/09/2025 23:06:11
41013;AGRADO;Municipio;41;HUILA;-757.720.220;22.598.700;24/09/2025 23:06:11;24/09/2025 23:06:11
41016;AIPE;Municipio;41;HUILA;-752.390.170;32.239.960;24/09/2025 23:06:11;24/09/2025 23:06:11
41020;ALGECIRAS;Municipio;41;HUILA;-753.153.890;25.216.740;24/09/2025 23:06:11;24/09/2025 23:06:11
41026;ALTAMIRA;Municipio;41;HUILA;-757.884.710;20.638.410;24/09/2025 23:06:11;24/09/2025 23:06:11
41078;BARAYA;Municipio;41;HUILA;-750.548.430;31.522.040;24/09/2025 23:06:11;24/09/2025 23:06:11
41132;CAMPOALEGRE;Municipio;41;HUILA;-753.257.480;26.867.670;24/09/2025 23:06:11;24/09/2025 23:06:11
41206;COLOMBIA;Municipio;41;HUILA;-748.028.150;33.767.450;24/09/2025 23:06:11;24/09/2025 23:06:11
41244;ELÍAS;Municipio;41;HUILA;-759.383.010;20.128.540;24/09/2025 23:06:11;24/09/2025 23:06:11
41298;GARZÓN;Municipio;41;HUILA;-756.270.570;21.964.930;24/09/2025 23:06:11;24/09/2025 23:06:11
41306;GIGANTE;Municipio;41;HUILA;-755.476.810;23.840.310;24/09/2025 23:06:11;24/09/2025 23:06:11
41319;GUADALUPE;Municipio;41;HUILA;-757.571.850;20.242.600;24/09/2025 23:06:11;24/09/2025 23:06:11
41349;HOBO;Municipio;41;HUILA;-754.476.970;25.808.120;24/09/2025 23:06:11;24/09/2025 23:06:11
41357;ÍQUIRA;Municipio;41;HUILA;-756.344.970;26.493.590;24/09/2025 23:06:11;24/09/2025 23:06:11
41359;ISNOS;Municipio;41;HUILA;-762.176.370;19.294.670;24/09/2025 23:06:11;24/09/2025 23:06:11
41378;LA ARGENTINA;Municipio;41;HUILA;-759.797.630;21.984.960;24/09/2025 23:06:11;24/09/2025 23:06:11
41396;LA PLATA;Municipio;41;HUILA;-758.912.540;23.892.630;24/09/2025 23:06:11;24/09/2025 23:06:11
41483;NÁTAGA;Municipio;41;HUILA;-758.087.560;25.451.000;24/09/2025 23:06:11;24/09/2025 23:06:11
41503;OPORAPA;Municipio;41;HUILA;-759.951.650;20.250.880;24/09/2025 23:06:11;24/09/2025 23:06:11
41518;PAICOL;Municipio;41;HUILA;-757.731.580;24.496.510;24/09/2025 23:06:11;24/09/2025 23:06:11
41524;PALERMO;Municipio;41;HUILA;-754.352.960;28.896.490;24/09/2025 23:06:11;24/09/2025 23:06:11
41530;PALESTINA;Municipio;41;HUILA;-761.332.510;17.237.250;24/09/2025 23:06:11;24/09/2025 23:06:11
41548;PITAL;Municipio;41;HUILA;-758.045.440;22.666.180;24/09/2025 23:06:11;24/09/2025 23:06:11
41551;PITALITO;Municipio;41;HUILA;-760.494.410;18.526.310;24/09/2025 23:06:11;24/09/2025 23:06:11
41615;RIVERA;Municipio;41;HUILA;-752.587.530;27.775.860;24/09/2025 23:06:11;24/09/2025 23:06:11
41660;SALADOBLANCO;Municipio;41;HUILA;-760.447.470;19.934.000;24/09/2025 23:06:11;24/09/2025 23:06:11
41668;SAN AGUSTÍN;Municipio;41;HUILA;-762.703.600;18.810.810;24/09/2025 23:06:11;24/09/2025 23:06:11
41676;SANTA MARÍA;Municipio;41;HUILA;-755.862.230;29.396.030;24/09/2025 23:06:11;24/09/2025 23:06:11
41770;SUAZA;Municipio;41;HUILA;-757.952.500;19.760.510;24/09/2025 23:06:11;24/09/2025 23:06:11
41791;TARQUI;Municipio;41;HUILA;-758.239.760;21.113.250;24/09/2025 23:06:11;24/09/2025 23:06:11
41797;TESALIA;Municipio;41;HUILA;-757.302.710;24.863.640;24/09/2025 23:06:11;24/09/2025 23:06:11
41799;TELLO;Municipio;41;HUILA;-751.387.730;30.675.380;24/09/2025 23:06:11;24/09/2025 23:06:11
41801;TERUEL;Municipio;41;HUILA;-755.670.340;27.409.680;24/09/2025 23:06:11;24/09/2025 23:06:11
41807;TIMANÁ;Municipio;41;HUILA;-759.321.670;19.745.390;24/09/2025 23:06:11;24/09/2025 23:06:11
41872;VILLAVIEJA;Municipio;41;HUILA;-752.171.740;32.188.220;24/09/2025 23:06:11;24/09/2025 23:06:11
41885;YAGUARÁ;Municipio;41;HUILA;-755.180.230;26.646.940;24/09/2025 23:06:11;24/09/2025 23:06:11
44001;RIOHACHA;Municipio;44;LA GUAJIRA;-729.117.950;115.285.880;24/09/2025 23:06:11;24/09/2025 23:06:11
44035;ALBANIA;Municipio;44;LA GUAJIRA;-726.123.200;111.516.280;24/09/2025 23:06:11;24/09/2025 23:06:11
44078;BARRANCAS;Municipio;44;LA GUAJIRA;-727.936.390;109.586.690;24/09/2025 23:06:11;24/09/2025 23:06:11
44090;DIBULLA;Municipio;44;LA GUAJIRA;-733.075.980;112.715.500;24/09/2025 23:06:11;24/09/2025 23:06:11
44098;DISTRACCIÓN;Municipio;44;LA GUAJIRA;-728.874.050;108.984.140;24/09/2025 23:06:11;24/09/2025 23:06:11
44110;EL MOLINO;Municipio;44;LA GUAJIRA;-729.267.300;106.535.050;24/09/2025 23:06:11;24/09/2025 23:06:11
44279;FONSECA;Municipio;44;LA GUAJIRA;-728.463.190;108.867.340;24/09/2025 23:06:11;24/09/2025 23:06:11
44378;HATONUEVO;Municipio;44;LA GUAJIRA;-727.590.400;110.688.640;24/09/2025 23:06:11;24/09/2025 23:06:11
44420;LA JAGUA DEL PILAR;Municipio;44;LA GUAJIRA;-730.726.380;105.118.620;24/09/2025 23:06:11;24/09/2025 23:06:11
44430;MAICAO;Municipio;44;LA GUAJIRA;-722.427.380;113.785.350;24/09/2025 23:06:11;24/09/2025 23:06:11
44560;MANAURE;Municipio;44;LA GUAJIRA;-724.387.390;117.737.670;24/09/2025 23:06:11;24/09/2025 23:06:11
44650;SAN JUAN DEL CESAR;Municipio;44;LA GUAJIRA;-730.006.290;107.695.460;24/09/2025 23:06:11;24/09/2025 23:06:11
44847;URIBIA;Municipio;44;LA GUAJIRA;-722.659.060;117.119.040;24/09/2025 23:06:11;24/09/2025 23:06:11
44855;URUMITA;Municipio;44;LA GUAJIRA;-730.125.070;105.601.690;24/09/2025 23:06:11;24/09/2025 23:06:11
44874;VILLANUEVA;Municipio;44;LA GUAJIRA;-729.775.830;106.087.740;24/09/2025 23:06:11;24/09/2025 23:06:11
47001;SANTA MARTA;Municipio;47;MAGDALENA;-741.998.290;112.046.790;24/09/2025 23:06:11;24/09/2025 23:06:11
47030;ALGARROBO;Municipio;47;MAGDALENA;-740.611.320;101.880.590;24/09/2025 23:06:11;24/09/2025 23:06:11
47053;ARACATACA;Municipio;47;MAGDALENA;-741.867.020;105.897.910;24/09/2025 23:06:11;24/09/2025 23:06:11
47058;ARIGUANÍ;Municipio;47;MAGDALENA;-742.365.150;98.470.470;24/09/2025 23:06:11;24/09/2025 23:06:11
47161;CERRO DE SAN ANTONIO;Municipio;47;MAGDALENA;-748.684.740;103.255.310;24/09/2025 23:06:11;24/09/2025 23:06:11
47170;CHIVOLO;Municipio;47;MAGDALENA;-746.222.420;100.266.310;24/09/2025 23:06:11;24/09/2025 23:06:11
47189;CIÉNAGA;Municipio;47;MAGDALENA;-742.412.860;110.066.540;24/09/2025 23:06:11;24/09/2025 23:06:11
47205;CONCORDIA;Municipio;47;MAGDALENA;-748.330.300;102.573.140;24/09/2025 23:06:11;24/09/2025 23:06:11
47245;EL BANCO;Municipio;47;MAGDALENA;-739.743.700;90.085.030;24/09/2025 23:06:11;24/09/2025 23:06:11
47258;EL PIÑÓN;Municipio;47;MAGDALENA;-748.230.940;104.027.810;24/09/2025 23:06:11;24/09/2025 23:06:11
47268;EL RETÉN;Municipio;47;MAGDALENA;-742.684.440;106.104.880;24/09/2025 23:06:11;24/09/2025 23:06:11
47288;FUNDACIÓN;Municipio;47;MAGDALENA;-741.914.530;105.141.460;24/09/2025 23:06:11;24/09/2025 23:06:11
47318;GUAMAL;Municipio;47;MAGDALENA;-742.236.890;91.443.540;24/09/2025 23:06:11;24/09/2025 23:06:11
47460;NUEVA GRANADA;Municipio;47;MAGDALENA;-743.918.410;98.018.600;24/09/2025 23:06:11;24/09/2025 23:06:11
47541;PEDRAZA;Municipio;47;MAGDALENA;-749.154.000;101.882.500;24/09/2025 23:06:11;24/09/2025 23:06:11
47545;PIJIÑO DEL CARMEN;Municipio;47;MAGDALENA;-744.590.340;93.319.220;24/09/2025 23:06:11;24/09/2025 23:06:11
47551;PIVIJAY;Municipio;47;MAGDALENA;-746.133.120;104.607.070;24/09/2025 23:06:11;24/09/2025 23:06:11
47555;PLATO;Municipio;47;MAGDALENA;-747.845.490;97.967.130;24/09/2025 23:06:11;24/09/2025 23:06:11
47570;PUEBLOVIEJO;Municipio;47;MAGDALENA;-742.825.300;109.947.660;24/09/2025 23:06:11;24/09/2025 23:06:11
47605;REMOLINO;Municipio;47;MAGDALENA;-747.161.720;107.019.520;24/09/2025 23:06:11;24/09/2025 23:06:11
47660;SABANAS DE SAN ÁNGEL;Municipio;47;MAGDALENA;-742.139.460;100.325.360;24/09/2025 23:06:11;24/09/2025 23:06:11
47675;SALAMINA;Municipio;47;MAGDALENA;-747.941.890;104.912.290;24/09/2025 23:06:11;24/09/2025 23:06:11
47692;SAN SEBASTIÁN DE BUENAVISTA;Municipio;47;MAGDALENA;-743.514.980;92.416.560;24/09/2025 23:06:11;24/09/2025 23:06:11
47703;SAN ZENÓN;Municipio;47;MAGDALENA;-744.989.920;92.450.610;24/09/2025 23:06:11;24/09/2025 23:06:11
47707;SANTA ANA;Municipio;47;MAGDALENA;-745.668.450;93.242.940;24/09/2025 23:06:11;24/09/2025 23:06:11
47720;SANTA BÁRBARA DE PINTO;Municipio;47;MAGDALENA;-747.046.670;94.322.630;24/09/2025 23:06:11;24/09/2025 23:06:11
47745;SITIONUEVO;Municipio;47;MAGDALENA;-747.200.210;107.752.850;24/09/2025 23:06:11;24/09/2025 23:06:11
47798;TENERIFE;Municipio;47;MAGDALENA;-748.597.830;98.982.730;24/09/2025 23:06:11;24/09/2025 23:06:11
47960;ZAPAYÁN;Municipio;47;MAGDALENA;-747.168.780;101.682.970;24/09/2025 23:06:11;24/09/2025 23:06:11
47980;ZONA BANANERA;Municipio;47;MAGDALENA;-741.400.910;107.630.240;24/09/2025 23:06:11;24/09/2025 23:06:11
50001;VILLAVICENCIO;Municipio;50;META;-736.226.010;41.263.690;24/09/2025 23:06:11;24/09/2025 23:06:11
50006;ACACÍAS;Municipio;50;META;-737.660.340;39.904.130;24/09/2025 23:06:11;24/09/2025 23:06:11
50110;BARRANCA DE UPÍA;Municipio;50;META;-729.610.830;45.662.250;24/09/2025 23:06:11;24/09/2025 23:06:11
50124;CABUYARO;Municipio;50;META;-727.917.680;42.867.050;24/09/2025 23:06:11;24/09/2025 23:06:11
50150;CASTILLA LA NUEVA;Municipio;50;META;-736.873.020;38.300.050;24/09/2025 23:06:11;24/09/2025 23:06:11
50223;CUBARRAL;Municipio;50;META;-738.379.990;37.936.530;24/09/2025 23:06:11;24/09/2025 23:06:11
50226;CUMARAL;Municipio;50;META;-734.870.520;42.700.420;24/09/2025 23:06:11;24/09/2025 23:06:11
50245;EL CALVARIO;Municipio;50;META;-737.133.250;43.526.650;24/09/2025 23:06:11;24/09/2025 23:06:11
50251;EL CASTILLO;Municipio;50;META;-737.942.250;35.639.070;24/09/2025 23:06:11;24/09/2025 23:06:11
50270;EL DORADO;Municipio;50;META;-738.352.640;37.399.840;24/09/2025 23:06:11;24/09/2025 23:06:11
50287;FUENTE DE ORO;Municipio;50;META;-736.181.210;34.628.750;24/09/2025 23:06:11;24/09/2025 23:06:11
50313;GRANADA;Municipio;50;META;-737.058.150;35.471.470;24/09/2025 23:06:11;24/09/2025 23:06:11
50318;GUAMAL;Municipio;50;META;-737.688.150;38.796.570;24/09/2025 23:06:11;24/09/2025 23:06:11
50325;MAPIRIPÁN;Municipio;50;META;-721.355.090;28.966.170;24/09/2025 23:06:11;24/09/2025 23:06:11
50330;MESETAS;Municipio;50;META;-740.443.280;33.827.320;24/09/2025 23:06:11;24/09/2025 23:06:11
50350;LA MACARENA;Municipio;50;META;-737.866.100;21.771.430;24/09/2025 23:06:11;24/09/2025 23:06:11
50370;URIBE;Municipio;50;META;-743.515.080;32.396.340;24/09/2025 23:06:11;24/09/2025 23:06:11
50400;LEJANÍAS;Municipio;50;META;-740.235.140;35.251.150;24/09/2025 23:06:11;24/09/2025 23:06:11
50450;PUERTO CONCORDIA;Municipio;50;META;-727.602.090;26.240.060;24/09/2025 23:06:11;24/09/2025 23:06:11
50568;PUERTO GAITÁN;Municipio;50;META;-720.876.490;43.149.050;24/09/2025 23:06:11;24/09/2025 23:06:11
50573;PUERTO LÓPEZ;Municipio;50;META;-729.573.240;40.934.900;24/09/2025 23:06:11;24/09/2025 23:06:11
50577;PUERTO LLERAS;Municipio;50;META;-733.738.500;32.721.170;24/09/2025 23:06:11;24/09/2025 23:06:11
50590;PUERTO RICO;Municipio;50;META;-732.063.140;29.396.210;24/09/2025 23:06:11;24/09/2025 23:06:11
50606;RESTREPO;Municipio;50;META;-735.654.080;42.595.560;24/09/2025 23:06:11;24/09/2025 23:06:11
50680;SAN CARLOS DE GUAROA;Municipio;50;META;-732.422.530;37.106.500;24/09/2025 23:06:11;24/09/2025 23:06:11
50683;SAN JUAN DE ARAMA;Municipio;50;META;-738.758.320;33.737.280;24/09/2025 23:06:11;24/09/2025 23:06:11
50686;SAN JUANITO;Municipio;50;META;-736.766.990;44.581.810;24/09/2025 23:06:11;24/09/2025 23:06:11
50689;SAN MARTÍN;Municipio;50;META;-736.958.120;37.018.990;24/09/2025 23:06:11;24/09/2025 23:06:11
50711;VISTAHERMOSA;Municipio;50;META;-737.509.660;31.255.790;24/09/2025 23:06:11;24/09/2025 23:06:11
52001;PASTO;Municipio;52;NARIÑO;-772.787.950;12.123.520;24/09/2025 23:06:11;24/09/2025 23:06:11
52019;ALBÁN;Municipio;52;NARIÑO;-770.807.120;14.749.780;24/09/2025 23:06:11;24/09/2025 23:06:11
52022;ALDANA;Municipio;52;NARIÑO;-777.005.640;8.823.810;24/09/2025 23:06:11;24/09/2025 23:06:11
52036;ANCUYA;Municipio;52;NARIÑO;-775.145.120;12.632.760;24/09/2025 23:06:11;24/09/2025 23:06:11
52051;ARBOLEDA;Municipio;52;NARIÑO;-771.354.670;15.034.180;24/09/2025 23:06:11;24/09/2025 23:06:11
52079;BARBACOAS;Municipio;52;NARIÑO;-781.376.500;16.717.330;24/09/2025 23:06:11;24/09/2025 23:06:11
52083;BELÉN;Municipio;52;NARIÑO;-770.156.190;15.956.810;24/09/2025 23:06:11;24/09/2025 23:06:11
52110;BUESACO;Municipio;52;NARIÑO;-771.564.630;13.814.530;24/09/2025 23:06:11;24/09/2025 23:06:11
52203;COLÓN;Municipio;52;NARIÑO;-770.197.770;16.438.780;24/09/2025 23:06:11;24/09/2025 23:06:11
52207;CONSACÁ;Municipio;52;NARIÑO;-774.661.360;12.078.540;24/09/2025 23:06:11;24/09/2025 23:06:11
52210;CONTADERO;Municipio;52;NARIÑO;-775.494.090;9.104.580;24/09/2025 23:06:11;24/09/2025 23:06:11
52215;CÓRDOBA;Municipio;52;NARIÑO;-775.178.970;8.545.640;24/09/2025 23:06:11;24/09/2025 23:06:11
52224;CUASPUD CARLOSAMA;Municipio;52;NARIÑO;-777.289.470;8.629.780;24/09/2025 23:06:11;24/09/2025 23:06:11
52227;CUMBAL;Municipio;52;NARIÑO;-777.925.050;9.063.670;24/09/2025 23:06:11;24/09/2025 23:06:11
52233;CUMBITARA;Municipio;52;NARIÑO;-775.786.160;16.471.630;24/09/2025 23:06:11;24/09/2025 23:06:11
52240;CHACHAGÜÍ;Municipio;52;NARIÑO;-772.818.690;13.605.450;24/09/2025 23:06:11;24/09/2025 23:06:11
52250;EL CHARCO;Municipio;52;NARIÑO;-781.102.170;24.796.880;24/09/2025 23:06:11;24/09/2025 23:06:11
52254;EL PEÑOL;Municipio;52;NARIÑO;-774.385.220;14.535.670;24/09/2025 23:06:11;24/09/2025 23:06:11
52256;EL ROSARIO;Municipio;52;NARIÑO;-773.341.700;17.453.090;24/09/2025 23:06:11;24/09/2025 23:06:11
52258;EL TABLÓN DE GÓMEZ;Municipio;52;NARIÑO;-770.971.010;14.272.770;24/09/2025 23:06:11;24/09/2025 23:06:11
52260;EL TAMBO;Municipio;52;NARIÑO;-773.907.720;14.079.130;24/09/2025 23:06:11;24/09/2025 23:06:11
52287;FUNES;Municipio;52;NARIÑO;-774.489.130;10.011.590;24/09/2025 23:06:11;24/09/2025 23:06:11
52317;GUACHUCAL;Municipio;52;NARIÑO;-777.315.890;9.597.440;24/09/2025 23:06:11;24/09/2025 23:06:11
52320;GUAITARILLA;Municipio;52;NARIÑO;-775.498.240;11.295.740;24/09/2025 23:06:11;24/09/2025 23:06:11
52323;GUALMATÁN;Municipio;52;NARIÑO;-775.687.010;9.196.520;24/09/2025 23:06:11;24/09/2025 23:06:11
